lng	lat	avg_age	paleolng	paleolat	x_present_albers	y_present_albers
-99.25	79.75	25	-84.96	80.34	-147126	5628495
-98.75	79.75	25	-84.44	80.33	-124498	5627781
-95.75	79.75	25	-81.33	80.23	11320	5625994
-95.25	79.75	25	-80.82	80.21	33958	5626113
-94.75	79.75	25	-80.3	80.2	56596	5626352
-94.25	79.75	25	-79.79	80.18	79233	5626709
-93.75	79.75	25	-79.28	80.16	101867	5627185
-93.25	79.75	25	-78.76	80.15	124498	5627781
-92.75	79.75	25	-78.25	80.13	147126	5628495
-92.25	79.75	25	-77.74	80.11	169750	5629329
-91.75	79.75	25	-77.24	80.1	192369	5630282
-91.25	79.75	25	-76.73	80.08	214983	5631353
-90.75	79.75	25	-76.22	80.07	237591	5632544
-90.25	79.75	25	-75.71	80.05	260192	5633853
-89.75	79.75	25	-75.21	80.03	282786	5635282
-89.25	79.75	25	-74.7	80.02	305373	5636829
-88.75	79.75	25	-74.2	80	327951	5638495
-88.25	79.75	25	-73.7	79.98	350519	5640280
-87.75	79.75	25	-73.19	79.97	373078	5642183
-87.25	79.75	25	-72.69	79.95	395627	5644206
-86.25	79.75	25	-71.69	79.92	440691	5648606
-85.75	79.75	25	-71.19	79.9	463205	5650984
-85.25	79.75	25	-70.7	79.88	485706	5653480
-84.75	79.75	25	-70.2	79.87	508194	5656095
-84.25	79.75	25	-69.7	79.85	530667	5658827
-83.75	79.75	25	-69.21	79.83	553126	5661679
-83.25	79.75	25	-68.71	79.82	575570	5664648
-82.75	79.75	25	-68.22	79.8	597998	5667735
-82.25	79.75	25	-67.72	79.78	620409	5670940
-81.25	79.75	25	-66.74	79.75	665179	5677704
-80.75	79.75	25	-66.25	79.73	687537	5681263
-80.25	79.75	25	-65.76	79.72	709876	5684939
-79.75	79.75	25	-65.27	79.7	732195	5688733
-79.25	79.75	25	-64.78	79.69	754494	5692643
-78.75	79.75	25	-64.29	79.67	776772	5696672
-78.25	79.75	25	-63.81	79.65	799028	5700817
-77.75	79.75	25	-63.32	79.64	821262	5705080
-77.25	79.75	25	-62.83	79.62	843474	5709459
-76.75	79.75	25	-62.35	79.6	865662	5713955
-76.25	79.75	25	-61.86	79.59	887826	5718568
-75.75	79.75	25	-61.38	79.57	909966	5723297
-75.25	79.75	25	-60.9	79.55	932081	5728143
-74.75	79.75	25	-60.42	79.54	954169	5733105
-74.25	79.75	25	-59.93	79.52	976232	5738183
-73.75	79.75	25	-59.45	79.51	998267	5743378
-72.75	79.75	25	-58.49	79.47	1042254	5754114
-72.25	79.75	25	-58.02	79.46	1064205	5759655
-71.75	79.75	25	-57.54	79.44	1086126	5765312
-64.75	79.75	25	-50.92	79.22	1389590	5856532
-64.25	79.75	25	-50.45	79.21	1410996	5863899
-63.75	79.75	25	-49.98	79.19	1432364	5871379
-63.25	79.75	25	-49.51	79.17	1453693	5878971
-62.75	79.75	25	-49.05	79.16	1474980	5886676
-62.25	79.75	25	-48.58	79.14	1496228	5894492
-61.75	79.75	25	-48.12	79.13	1517433	5902420
-61.25	79.75	25	-47.65	79.11	1538597	5910459
-60.75	79.75	25	-47.19	79.1	1559718	5918610
